அனைவருக்கும் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினார்.	அனைவருக்க் உம் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினோம் .	3sghe	1pl	3	sg	he
அனைவருக்கும் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினார்.	அனைவருக்க் உம் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினீர்கள் .	3sghe	2pl	3	sg	he
அனைவருக்கும் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினார்.	அனைவருக்க் உம் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினார்கள் .	3sghe	3ple	3	sg	he
அனைவருக்கும் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினார்.	அனைவருக்க் உம் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினன .	3sghe	3pln	3	sg	he
அனைவருக்கும் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினார்.	அனைவருக்க் உம் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினன் .	3sghe	1sg	3	sg	he
அனைவருக்கும் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினார்.	அனைவருக்க் உம் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தின்றேன் .	3sghe	1sg	3	sg	he
அனைவருக்கும் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினார்.	அனைவருக்க் உம் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தின்றன் .	3sghe	1sg	3	sg	he
அனைவருக்கும் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினார்.	அனைவருக்க் உம் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினாய் .	3sghe	2sg	3	sg	he
அனைவருக்கும் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினார்.	அனைவருக்க் உம் சுபீட்சம் எனும் தொனிப்பொருளில் அவர் இங்கு விசேட உரை நிகழ்த்தினீர் .	3sghe	2sgh	3	sg	he
ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில், பிரதமர் ரணில் விக்ரமசிங்க, முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலந்துகொண்டிருந்தனர்.	ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில் , பிரதமர் ரணில் விக்ரமசிங்க , முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலைந்துக்க் இருந்தோம் .	3sghe	1pl	3	sg	he
ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில், பிரதமர் ரணில் விக்ரமசிங்க, முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலந்துகொண்டிருந்தனர்.	ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில் , பிரதமர் ரணில் விக்ரமசிங்க , முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலைந்துக்க் இருந்தீர்கள் .	3sghe	2pl	3	sg	he
ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில், பிரதமர் ரணில் விக்ரமசிங்க, முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலந்துகொண்டிருந்தனர்.	ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில் , பிரதமர் ரணில் விக்ரமசிங்க , முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலைந்துக்க் இருந்தார்கள் .	3sghe	3ple	3	sg	he
ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில், பிரதமர் ரணில் விக்ரமசிங்க, முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலந்துகொண்டிருந்தனர்.	ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில் , பிரதமர் ரணில் விக்ரமசிங்க , முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலைந்துக்க் இருந்தன .	3sghe	3pln	3	sg	he
ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில், பிரதமர் ரணில் விக்ரமசிங்க, முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலந்துகொண்டிருந்தனர்.	ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில் , பிரதமர் ரணில் விக்ரமசிங்க , முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலைந்துக்க் இருத்தன் .	3sghe	1sg	3	sg	he
ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில், பிரதமர் ரணில் விக்ரமசிங்க, முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலந்துகொண்டிருந்தனர்.	ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில் , பிரதமர் ரணில் விக்ரமசிங்க , முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலைந்துக்க் இருந்தேன் .	3sghe	1sg	3	sg	he
ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில், பிரதமர் ரணில் விக்ரமசிங்க, முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலந்துகொண்டிருந்தனர்.	ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில் , பிரதமர் ரணில் விக்ரமசிங்க , முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலைந்துக்க் இருந்தன் .	3sghe	1sg	3	sg	he
ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில், பிரதமர் ரணில் விக்ரமசிங்க, முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலந்துகொண்டிருந்தனர்.	ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில் , பிரதமர் ரணில் விக்ரமசிங்க , முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலைந்துக்க் இருந்தாய் .	3sghe	2sg	3	sg	he
ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில், பிரதமர் ரணில் விக்ரமசிங்க, முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலந்துகொண்டிருந்தனர்.	ஜனநாயக அரச நிருவாகத்தின் இரண்டாண்டு பூர்த்தியை முன்னிட்ட இந்த தேசிய நிகழ்வில் , பிரதமர் ரணில் விக்ரமசிங்க , முன்னாள் ஜனாதிபதி சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் கலைந்துக்க் இருந்தீர் .	3sghe	2sgh	3	sg	he
அஸ்கிரிய மகாநாயக்கர், வரகாகொட ஶ்ரீ ஞானரத்ன தேரர், அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	அஸ்கிரிய மகாநாயக்கர் , வரகாகொட ஶ்ரீ ஞானரத்ன தேரர் , அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தோம் .	3sghe	1pl	3	sg	he
அஸ்கிரிய மகாநாயக்கர், வரகாகொட ஶ்ரீ ஞானரத்ன தேரர், அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	அஸ்கிரிய மகாநாயக்கர் , வரகாகொட ஶ்ரீ ஞானரத்ன தேரர் , அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தீர்கள் .	3sghe	2pl	3	sg	he
அஸ்கிரிய மகாநாயக்கர், வரகாகொட ஶ்ரீ ஞானரத்ன தேரர், அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	அஸ்கிரிய மகாநாயக்கர் , வரகாகொட ஶ்ரீ ஞானரத்ன தேரர் , அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தார்கள் .	3sghe	3ple	3	sg	he
அஸ்கிரிய மகாநாயக்கர், வரகாகொட ஶ்ரீ ஞானரத்ன தேரர், அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	அஸ்கிரிய மகாநாயக்கர் , வரகாகொட ஶ்ரீ ஞானரத்ன தேரர் , அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தன .	3sghe	3pln	3	sg	he
அஸ்கிரிய மகாநாயக்கர், வரகாகொட ஶ்ரீ ஞானரத்ன தேரர், அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	அஸ்கிரிய மகாநாயக்கர் , வரகாகொட ஶ்ரீ ஞானரத்ன தேரர் , அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருத்தன் .	3sghe	1sg	3	sg	he
அஸ்கிரிய மகாநாயக்கர், வரகாகொட ஶ்ரீ ஞானரத்ன தேரர், அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	அஸ்கிரிய மகாநாயக்கர் , வரகாகொட ஶ்ரீ ஞானரத்ன தேரர் , அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தேன் .	3sghe	1sg	3	sg	he
அஸ்கிரிய மகாநாயக்கர், வரகாகொட ஶ்ரீ ஞானரத்ன தேரர், அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	அஸ்கிரிய மகாநாயக்கர் , வரகாகொட ஶ்ரீ ஞானரத்ன தேரர் , அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தன் .	3sghe	1sg	3	sg	he
அஸ்கிரிய மகாநாயக்கர், வரகாகொட ஶ்ரீ ஞானரத்ன தேரர், அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	அஸ்கிரிய மகாநாயக்கர் , வரகாகொட ஶ்ரீ ஞானரத்ன தேரர் , அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தாய் .	3sghe	2sg	3	sg	he
அஸ்கிரிய மகாநாயக்கர், வரகாகொட ஶ்ரீ ஞானரத்ன தேரர், அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	அஸ்கிரிய மகாநாயக்கர் , வரகாகொட ஶ்ரீ ஞானரத்ன தேரர் , அமரபுர பீடத்தின் மகாநாயக்கர் தவுல்தென ஞானிஸ்ஸர தேரர் உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தீர் .	3sghe	2sgh	3	sg	he
ஜனாதிபதி மைத்திரிபால சிறிசேன, முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர், காலி முகத்திடலிலுள்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினர்.	ஜனாதிபதி மைத்திரிபால சிறிசேன , முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் , காலி முகத்திட் இலில்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினோம் .	3sge	1pl	3	sg	e
ஜனாதிபதி மைத்திரிபால சிறிசேன, முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர், காலி முகத்திடலிலுள்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினர்.	ஜனாதிபதி மைத்திரிபால சிறிசேன , முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் , காலி முகத்திட் இலில்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினீர்கள் .	3sge	2pl	3	sg	e
ஜனாதிபதி மைத்திரிபால சிறிசேன, முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர், காலி முகத்திடலிலுள்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினர்.	ஜனாதிபதி மைத்திரிபால சிறிசேன , முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் , காலி முகத்திட் இலில்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினார்கள் .	3sge	3ple	3	sg	e
ஜனாதிபதி மைத்திரிபால சிறிசேன, முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர், காலி முகத்திடலிலுள்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினர்.	ஜனாதிபதி மைத்திரிபால சிறிசேன , முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் , காலி முகத்திட் இலில்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினன .	3sge	3pln	3	sg	e
ஜனாதிபதி மைத்திரிபால சிறிசேன, முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர், காலி முகத்திடலிலுள்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினர்.	ஜனாதிபதி மைத்திரிபால சிறிசேன , முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் , காலி முகத்திட் இலில்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினன் .	3sge	1sg	3	sg	e
ஜனாதிபதி மைத்திரிபால சிறிசேன, முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர், காலி முகத்திடலிலுள்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினர்.	ஜனாதிபதி மைத்திரிபால சிறிசேன , முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் , காலி முகத்திட் இலில்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தின்றேன் .	3sge	1sg	3	sg	e
ஜனாதிபதி மைத்திரிபால சிறிசேன, முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர், காலி முகத்திடலிலுள்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினர்.	ஜனாதிபதி மைத்திரிபால சிறிசேன , முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் , காலி முகத்திட் இலில்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தின்றன் .	3sge	1sg	3	sg	e
ஜனாதிபதி மைத்திரிபால சிறிசேன, முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர், காலி முகத்திடலிலுள்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினர்.	ஜனாதிபதி மைத்திரிபால சிறிசேன , முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் , காலி முகத்திட் இலில்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினாய் .	3sge	2sg	3	sg	e
ஜனாதிபதி மைத்திரிபால சிறிசேன, முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர், காலி முகத்திடலிலுள்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினர்.	ஜனாதிபதி மைத்திரிபால சிறிசேன , முன்னாள் ஜனாதிபதி சந்திக்கா பண்டாரநாயக்க குமாரதுங்க உள்ளிட்ட பலர் , காலி முகத்திட் இலில்ள பண்டாரநாயக்கவின் உருவச்சிலைக்கு மலரஞ்சலி செலுத்தினீர் .	3sge	2sgh	3	sg	e
கல்வி அமைச்சர் அகில விராஜ் காரியவசம், பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருணாதிலக்க உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	கல்வி அமைச்சர் அகில விராஜ் காரியவசம் , பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருறாதில் ஆக உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தோம் .	3sghe	1pl	3	sg	he
கல்வி அமைச்சர் அகில விராஜ் காரியவசம், பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருணாதிலக்க உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	கல்வி அமைச்சர் அகில விராஜ் காரியவசம் , பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருறாதில் ஆக உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தீர்கள் .	3sghe	2pl	3	sg	he
கல்வி அமைச்சர் அகில விராஜ் காரியவசம், பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருணாதிலக்க உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	கல்வி அமைச்சர் அகில விராஜ் காரியவசம் , பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருறாதில் ஆக உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தார்கள் .	3sghe	3ple	3	sg	he
கல்வி அமைச்சர் அகில விராஜ் காரியவசம், பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருணாதிலக்க உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	கல்வி அமைச்சர் அகில விராஜ் காரியவசம் , பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருறாதில் ஆக உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தன .	3sghe	3pln	3	sg	he
கல்வி அமைச்சர் அகில விராஜ் காரியவசம், பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருணாதிலக்க உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	கல்வி அமைச்சர் அகில விராஜ் காரியவசம் , பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருறாதில் ஆக உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருத்தன் .	3sghe	1sg	3	sg	he
கல்வி அமைச்சர் அகில விராஜ் காரியவசம், பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருணாதிலக்க உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	கல்வி அமைச்சர் அகில விராஜ் காரியவசம் , பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருறாதில் ஆக உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தேன் .	3sghe	1sg	3	sg	he
கல்வி அமைச்சர் அகில விராஜ் காரியவசம், பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருணாதிலக்க உள்ளிட்ட பலர் இதில் கலந்துகொண்டிருந்தனர்.	கல்வி அமைச்சர் அகில விராஜ் காரியவசம் , பாராளுமன்ற மறுசீரமைப்பு மற்றும் ஊடகத்துறை அமைச்சர் கயந்த கருறாதில் ஆக உள்ளிட்ட பலர் இதில் கலைந்துக்க் இருந்தன் .	3sghe	1sg	3	sg	he
